x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,y
763.25,524.385986,1.456,1.479,1488.125,942.75,481.5,173.125,82.5,42.625,17.5,8.625,0.061,0.118,0.242,0.573,0.882,1.056,1.14,1.294,2.838,1.798,0.918,0.33,0.157,0.081,0.033,0.016,10.526,9.604,8.542,1.658,2.291,0.707,265.75,161.625,85.5,60.875,38.75,26.875,19.25,13.5,49.915001,63.374001,68.945999,77.772003,84.367996,88.428001,91.933998,97.160004,0.965,0.7,15.768,1.378,1192,581,227,75,30.875,7.875,0,0,296.125,361.75,254.5,98.125,51.625,34.75,17.5,8.625,36.303001,448.208008,-1
821.375,564.744995,1.454,1.536,1418.375,779.75,371.375,109.875,43.125,21.875,7.75,0.75,0.023,0.042,0.078,0.223,0.537,0.664,0.826,1.054,2.512,1.381,0.658,0.195,0.076,0.039,0.014,0.001,6.773,6.411,5.859,0.707,2.062,1.5,329.75,182.125,87.625,61.125,38.375,26.5,18.625,14.25,31.487,48.179001,64.927002,81.117996,94.878998,101.189003,107.769997,107.848,0.492,0.358,20.622999,2.293,1079.5,387.25,102.625,17.75,5.25,0.875,0,0,338.875,392.5,268.75,92.125,37.875,21,7.75,0.75,38.562,458.247009,-1
805.125,544.697998,1.478,1.485,1535,1086.5,638.625,248.25,124,61.75,22.625,1.625,0.026,0.044,0.058,0.094,0.16,0.189,0.333,0.847,2.818,1.995,1.172,0.456,0.228,0.113,0.042,0.003,6.669,6.625,6.321,0.707,14.08,13.955,226.625,147.625,93,65,46.5,35.5,25.625,19.5,26.559999,30.504,33.462002,42.771,49.931,52.137001,55.604,59.918999,1.333,0.95,18.344,2.437,1118.5,428.25,92.875,14.125,5.5,1.5,0,0,416.5,658.25,545.75,234.125,118.5,60.25,22.625,1.625,42.069,412.48999,-1
871.75,582.916992,1.495,1.518,1557.75,982.25,503.25,194.25,97.125,51.25,24.5,6.25,0.09,0.159,0.301,0.569,0.799,0.976,1.12,1.41,2.672,1.685,0.863,0.333,0.167,0.088,0.042,0.011,9.069,6.664,6.459,1.581,8.155,8.062,373.875,231,116.625,76.625,53,41,32.375,22.25,31.385,37.081001,34.007999,33.136002,35.919998,44.929001,50.667999,48.231998,0.833,0.669,18.495001,3.42,2088.125,901.375,287.125,66.75,21.75,4.5,0,0,-530.375,80.875,216.125,127.5,75.375,46.75,24.5,6.25,NA,483.748993,-1
688.5,474.463013,1.451,1.411,1336,924.5,529.625,212.125,103.75,50.125,23.625,6.625,0.089,0.141,0.232,0.46,0.718,0.995,1.145,1.454,2.816,1.949,1.116,0.447,0.219,0.106,0.05,0.014,9.078,7.667,6.159,0.707,3.64,4.272,200.375,130.75,75.25,51.375,40.625,29.875,21.75,15.875,28.625,32.439999,26.805,28.907,31.802,41.424,45.665001,51.446999,1.379,0.976,16.443001,2.845,1087.5,538,168.75,42.75,16.25,3.125,0,0,248.5,386.5,360.875,169.375,87.5,47,23.625,6.625,35.782001,363.756012,-1
681.75,458.981995,1.485,1.356,1328.25,918.625,527.625,227.625,120.25,61.875,26.5,6.875,0.086,0.136,0.22,0.398,0.56,0.725,0.974,1.516,2.894,2.001,1.15,0.496,0.262,0.135,0.058,0.015,9.407,6.608,6.205,1.581,3.64,3.841,216.375,134.625,79.25,55.75,41.5,32.75,25.625,19.375,27.541,33.598999,34.247002,40.196999,44.146999,52.070999,55.834999,55.050999,1.517,1.11,16.576,2.131,1138.75,671.5,303,99.125,41.25,13.875,3.25,0,189.5,247.125,224.625,128.5,79,48,23.25,6.875,36.534,343.34201,-1
833.625,561.69397,1.484,1.502,1634.875,1187.75,699.25,292,147.375,75.875,33.625,7.375,0.037,0.056,0.088,0.16,0.243,0.332,0.505,1.015,2.911,2.115,1.245,0.52,0.262,0.135,0.06,0.013,9.065,6.747,6.456,13.238,8.155,14.874,227.625,148.125,89.75,63,49.25,39.625,30.75,22,17.731001,19.372,17.051001,22.304001,30.518,36.554001,44.407001,42.639999,1.642,1.204,18.014999,4.32,2042,982.875,385.25,102.875,39,12,1.75,0,-407.125,204.875,314,189.125,108.375,63.875,31.875,7.375,NA,433.851013,-1
818.125,544.078979,1.504,1.459,1596.25,1224.25,755.75,325.125,155.625,74.75,28.5,5.75,0.033,0.047,0.07,0.146,0.247,0.374,0.736,1.505,2.934,2.25,1.389,0.598,0.286,0.137,0.052,0.011,8.167,7.771,6.396,0.707,1.118,1.5,169.875,110.5,67.875,47.25,36.25,26.5,20.75,13.75,13.498,16.209999,24.455999,32.237,39.070999,44.889,47.32,54.301998,2.293,1.582,16.563,2.091,1960.25,1013,442.375,141,58.75,17.5,0.25,0,-364,211.25,313.375,184.125,96.875,57.25,28.25,5.75,NA,441.269989,-1
932.75,620.132019,1.504,1.557,1760.125,1354.875,854.625,401.5,211.875,114.75,56.375,15.5,0.025,0.035,0.056,0.113,0.183,0.242,0.3,0.354,2.838,2.185,1.378,0.647,0.342,0.185,0.091,0.025,8.113,7.803,6.809,10.863,10.5,1.118,186.75,112,68.375,45,33.625,24.25,18,12,16.909,26.475,38.709999,51.827,62.617001,69.602997,74.294998,80.947998,3.099,2.55,17.643,1.035,2082.375,901.875,311,83,33.125,10.375,1.625,0.125,-322.25,453,543.625,318.5,178.75,104.375,54.75,15.375,NA,519.361023,-1
935.625,638.763977,1.465,1.622,1627.5,1048.25,587.75,205.125,99,57.75,32.125,13.5,0.048,0.084,0.134,0.31,0.509,0.624,0.686,0.727,2.548,1.641,0.92,0.321,0.155,0.09,0.05,0.021,7.519,7.178,7.177,7.176,4.183,4.95,279.75,149,71,40.125,23.75,18.625,13.5,9.875,24.412001,30.854,24.587,34.491001,52.782001,56.987,74.524002,82.997002,1.394,1.439,19.830999,2.66,1199.625,376.875,28.375,0,0,0,0,0,427.875,671.375,559.375,205.125,99,57.75,32.125,13.5,47.782001,463.381012,-1
934.75,647.875977,1.443,1.659,1625.375,1053.125,585.25,204.25,99,56.875,32.125,13.5,0.05,0.087,0.141,0.323,0.528,0.663,0.726,0.764,2.509,1.626,0.903,0.315,0.153,0.088,0.05,0.021,7.467,7.178,7.17,7.176,4.183,4.95,279.125,150.25,71.125,39.375,24.625,18.375,13.625,9.75,22.954,30.247999,27.24,40.862999,54.016998,60.458,75.310997,87.635002,1.392,1.444,20.066,2.43,1200.375,383.125,30.625,0,0,0,0,0,425,670,554.625,204.25,99,56.875,32.125,13.5,47.782001,463.381012,-1
640.75,437.144012,1.466,1.341,1359.875,1004.875,563.375,159.25,61.375,29.875,10.75,1,0.041,0.06,0.115,0.432,0.825,1.022,1.195,1.678,3.111,2.299,1.289,0.364,0.14,0.068,0.025,0.002,6.281,5.904,5.799,2.236,1.118,1.5,123.625,81.5,43.875,28,18.75,13.375,10,6.25,18.500999,23.516001,27.141001,30.764,31.584,37.965,47.317001,47.526001,1.399,1.067,15.358,2.068,1019.75,511.125,184.25,55.75,22.125,10.375,2.5,0,340.125,493.75,379.125,103.5,39.25,19.5,8.25,1,30.438999,385.143005,-1
904.75,629.116028,1.438,1.64,1685.25,1258.5,752.5,352.125,170.875,76.375,20,4.375,0.014,0.02,0.033,0.059,0.09,0.116,0.211,0.224,2.679,2,1.196,0.56,0.272,0.121,0.032,0.007,7.248,6.826,6.719,11.597,8.617,3.571,178.625,84.375,41.5,28,15,12.375,9,6.25,11.981,23.250999,42.887001,54.233002,73.761002,75.778999,110.535004,118.454002,4.117,2.728,19.938,0.646,1185.75,367.5,12.625,0,0,0,0,0,499.5,891,739.875,352.125,170.875,76.375,20,4.375,43.209999,434.399994,-1
850.125,578.606018,1.469,1.539,1467.125,836.125,419.25,110,45.125,22.125,7.875,0.75,0.018,0.037,0.067,0.245,0.542,0.688,0.872,1.104,2.536,1.445,0.725,0.19,0.078,0.038,0.014,0.001,6.78,6.427,5.87,0.707,2.062,1.5,335.5,184.75,91.375,64.125,41.375,30,21.75,16,33.527,50.84,65.110001,79.588997,93.875999,95.736,102.133003,101.435997,0.494,0.345,20.509001,2.341,1158.75,410,109.875,20.25,5.375,1.125,0,0,308.375,426.125,309.375,89.75,39.75,21,7.875,0.75,41.278999,519.153015,-1
864.625,594.219971,1.455,1.575,1485.5,868.125,493.125,197.875,105.25,56.25,26.125,4.875,0.052,0.099,0.161,0.303,0.429,0.557,0.692,0.849,2.5,1.461,0.83,0.333,0.177,0.095,0.044,0.008,7.07,6.927,6.476,2.121,5.612,3.536,342.875,197.5,110.25,75,57,46.125,31.75,25.5,9.338,9.54,7.708,17.174999,23.819,26.951,39.217999,47.613998,0.955,0.75,18.177,14.64,1132.75,374.5,74.25,12.625,4.75,1.625,0.5,0,352.75,493.625,418.875,185.25,100.5,54.625,25.625,4.875,43.028,405.477997,-1
963.5,645.450989,1.493,1.6,1434.125,876.5,538.375,236.375,123.125,61.75,24.75,5.375,0.037,0.066,0.084,0.116,0.13,0.119,0.156,0.262,2.222,1.358,0.834,0.366,0.191,0.096,0.038,0.008,7.233,6.754,6.5,1.5,8.261,7.45,262.125,114.125,51.75,30.25,19.375,15.5,10.75,7.25,13.003,19.629,37.005001,53.159,62.153999,68.316002,74.031998,105.593002,2.379,2.041,17.437,1.086,1096.625,384.625,97.125,31.625,16.375,8,2.625,0.125,337.5,491.875,441.25,204.75,106.75,53.75,22.125,5.25,48.095001,434.536011,-1
871.5,605.65802,1.439,1.608,1748.25,1219.25,686.75,240.25,97.875,49.125,12,3,0.048,0.082,0.144,0.355,0.692,0.774,0.646,0.825,2.887,2.013,1.134,0.397,0.162,0.081,0.02,0.005,6.936,6.628,5.816,1.581,2.55,2.121,222.25,126,58.125,36.25,23.375,15.125,8.5,4.625,48.146,64.374001,63.249001,73.609001,84.906998,92,107.244003,117.362,1.684,1.355,20.121,0.843,1368.875,683.875,267.875,89.25,36.375,11.625,0.5,0,379.375,535.375,418.875,151,61.5,37.5,11.5,3,41.035999,526.68103,-1
589.375,414.410004,1.422,1.346,1170.375,808.125,458.125,145.125,65.375,31.375,8.375,1.125,0.047,0.073,0.113,0.291,0.515,0.736,1.82,2.163,2.824,1.95,1.105,0.35,0.158,0.076,0.02,0.003,6.769,6.097,5.988,3.937,4.301,0.707,170.5,98.125,68.5,51.625,37.625,30,23.25,18.625,8.112,10.901,17.434999,20.826,26.025999,26.115999,31.569,33.779999,0.954,0.608,14.971,5.817,855.875,321.125,78.125,14.375,5.75,1.5,0,0,314.5,487,380,130.75,59.625,29.875,8.375,1.125,30.5,291.394989,-1
563.375,393.044006,1.433,1.301,1154.5,808,461,140.125,64.75,31,9,1.125,0.055,0.085,0.136,0.394,0.647,0.882,1.797,2.091,2.937,2.056,1.173,0.357,0.165,0.079,0.023,0.003,6.556,6.266,6.062,1.118,4.5,4.062,164.125,92.25,67,53.625,38.375,28.5,21.25,14.625,5.057,10.252,16.278999,20.99,28.768,31.712,33.667,31.903999,0.966,0.578,14.844,5.972,836.5,320,74.25,14.875,5.875,1.5,0,0,318,488,386.75,125.25,58.875,29.5,9,1.125,28.665001,277.368011,-1
579.25,416.42099,1.391,1.379,1205,910.125,548.125,193,88.375,41.375,9.125,1.125,0.035,0.049,0.074,0.218,0.378,0.514,1.568,2.314,2.894,2.186,1.316,0.463,0.212,0.099,0.022,0.003,6.554,6.321,5.499,0.866,3.841,4.243,114.875,66,45.25,37.25,30.125,23.625,17.5,12.375,21.919001,36.916,54.740002,59.587002,65.001999,66.984001,73.754997,84.411003,1.953,1.111,16.125999,1.075,849.125,309.625,74.875,14.75,5.625,2.125,0,0,355.875,600.5,473.25,178.25,82.75,39.25,9.125,1.125,29.302,293.367004,-1
901.5,616.63501,1.462,1.597,1458.875,833.75,473.875,189.875,90.625,44.375,16.875,3,0.026,0.055,0.091,0.124,0.174,0.178,0.202,1.002,2.366,1.352,0.768,0.308,0.147,0.072,0.027,0.005,7.042,6.548,6.424,1.581,1.225,2.55,341.5,167.875,78.5,56.25,38.125,25.75,18.125,14,20.841999,33.534,43.624001,58.970001,77.785004,98.206001,122.594002,137.005005,1.154,0.789,19.523001,1.893,1184.875,503,181,52,22.5,9.375,2.25,0,274,330.75,292.875,137.875,68.125,35,14.625,3,43.959999,494.30899,-1
1233,841.276978,1.466,1.861,2291.125,1638.625,973.5,300.25,126.75,70,31,7.5,0.014,0.021,0.034,0.123,0.229,0.265,0.259,0.3,2.723,1.948,1.157,0.357,0.151,0.083,0.037,0.009,8.089,7.162,6.653,6.727,6.265,0.707,258.375,153.5,107.75,76.75,55.875,40,31.125,22.75,10.538,21.495001,25.622999,32.688,43.938,55.695,67.841003,70.060997,1.176,0.912,19.802,3.677,5281,1517.25,468.875,84.875,36,13.375,4.25,1.625,-2989.875,121.375,504.625,215.375,90.75,56.625,26.75,5.875,NA,684.81897,-1
991.375,674.700012,1.469,1.662,1831.5,1223.5,695.125,273.25,143.25,76.25,29.25,4.125,0.053,0.091,0.137,0.19,0.262,0.323,0.437,0.614,2.715,1.813,1.03,0.405,0.212,0.113,0.043,0.006,6.768,6.639,6.186,1.118,0.707,1.803,339.5,208.125,124,78.375,53.625,41.5,28.75,22.125,21.385,21.527,25.448999,50.431999,78.325996,78.325996,102.127998,112.975998,1.155,0.973,21.159,3.683,1381.875,527.625,81.375,13.75,5.5,1.875,0,0,449.625,695.875,613.75,259.5,137.75,74.375,29.25,4.125,51.729,488.588013,-1
623.375,444.77301,1.402,1.415,1338.25,1015,618.75,230.25,114.875,58,21.125,2,0.057,0.079,0.126,0.382,0.583,0.751,0.955,1.091,3.009,2.282,1.391,0.518,0.258,0.13,0.047,0.004,6.58,6.329,6.218,12.052,12.6,1.225,143.875,86,67.25,53,41.625,33.125,23.875,18.375,18.743999,29.517,35.609001,37.973,41.832001,44.268002,43.073002,45.935001,1.708,1.094,16.945,2.024,935.5,399.25,123.25,25.25,9.875,2.25,0.125,0,402.75,615.75,495.5,205,105,55.75,21,2,31.771999,320.393005,-1
1251.375,804.22998,1.556,1.714,1842.125,1037.875,509.375,192.5,98,50.5,20.625,2.125,0.008,0.016,0.031,0.056,0.061,0.07,0.088,0.365,2.291,1.291,0.633,0.239,0.122,0.063,0.026,0.003,6.429,6.322,6.218,3.5,8.832,8.441,468.75,245.25,150.125,97.125,66.75,49.25,37.5,30.125,12.437,16.408001,19.348,23.775,27.497,29.694,33.948002,41.004002,0.653,0.52,20.464001,7.429,4427.375,1232.5,322.5,59,27.25,7.5,0.625,0,-2585.25,-194.625,186.875,133.5,70.75,43,20,2.125,NA,613.802979,-1
816.625,568.627991,1.436,1.561,1668,1174.75,656.25,244.125,106.25,58.75,25.125,10.25,0.047,0.077,0.141,0.389,0.751,0.88,0.941,1.098,2.933,2.066,1.154,0.429,0.187,0.103,0.044,0.018,10.348,10.244,6.925,0.707,2.062,1.803,210.25,125,55.5,35.125,23.375,15.25,9.25,5,40.451,50.004002,47.611,54.659,61.472,69.768997,75.355003,90.739998,1.914,1.673,18.65,1.038,1314.875,708.625,322.375,113.75,50.625,17.375,1,0,353.125,466.125,333.875,130.375,55.625,41.375,24.125,10.25,38.777,516.642029,-1
789.25,543.676025,1.452,1.51,1534.625,998.625,528.125,175.75,86.125,44,18.125,8.625,0.057,0.107,0.214,0.571,0.879,1.069,1.188,1.349,2.823,1.837,0.971,0.323,0.158,0.081,0.033,0.016,10.591,9.658,8.588,1.658,2.291,0.707,265,160.875,86.5,63.75,41.125,28.125,20.25,15.125,53.992001,68.096001,72.607002,78.185997,84.589996,89.922997,91.269997,97.422997,0.996,0.69,15.88,1.32,1270.75,605.5,235.5,75.875,30.625,7.375,0,0,263.875,393.125,292.625,99.875,55.5,36.625,18.125,8.625,39.02,509.114014,-1
1179.875,807.304016,1.462,1.828,1962,1322.625,833.875,353.625,181.75,94.375,37.25,12.875,0.023,0.037,0.058,0.114,0.172,0.202,0.385,0.681,2.43,1.638,1.033,0.438,0.225,0.117,0.046,0.016,11.045,8.857,6.907,0.866,6.344,5.958,260.75,121.875,71.125,53.625,42.375,34.5,29.375,21.875,13.152,21.577,41.598,54.422001,67.908997,80.629997,85.953003,102.432999,2.555,1.76,20.476999,1.37,1482.75,544.125,109.75,16,5.75,1.625,0,0,479.25,778.5,724.125,337.625,176,92.75,37.25,12.875,59.342999,561.643005,-1
944.125,635.875,1.485,1.597,1703.75,1126.75,647.25,267,137.75,65.875,22.25,7.75,0.059,0.101,0.156,0.27,0.349,0.437,0.907,1.118,2.679,1.772,1.018,0.42,0.217,0.104,0.035,0.012,8.368,8.264,7.327,1.118,1.803,1.581,293.375,181.625,106.875,78.5,57.375,48.625,31.75,24.75,37.832001,48.386002,52.035,54.198002,57.793999,62.664001,83.646004,96.848999,1.289,0.839,21.517,1.77,4785.875,1126.75,276.5,46.25,24.5,13.625,7,2.375,-3082.125,0,370.75,220.75,113.25,52.25,15.25,5.375,NA,452.470001,-1
731.875,500.041992,1.464,1.437,1330.75,848.25,503.125,235.25,134.125,79,41.5,15.125,0.139,0.231,0.377,0.67,0.936,1.193,1.367,1.514,2.661,1.696,1.006,0.47,0.268,0.158,0.083,0.03,8.336,8.224,7.348,0.866,4.637,5.408,241.125,135.25,69.25,41.375,28,23.375,14.125,11.25,29.951,45.308998,63.603001,79.616997,96.783997,101.835999,124.750999,129.167999,1.937,1.909,16.291,0.825,980.5,356,74.75,17.25,5.5,1.75,0,0,350.25,492.25,428.375,218,128.625,77.25,41.5,15.125,36.853001,358.417999,-1
1024.625,701.646973,1.46,1.706,1796.625,1192.875,718.125,281,137.875,65.625,22.5,6.25,0.02,0.037,0.073,0.202,0.327,0.454,0.66,1.25,2.561,1.7,1.023,0.4,0.197,0.094,0.032,0.009,7.824,6.909,6.116,2.236,2.55,3.674,234.625,116.25,78.75,61.625,44.375,34.75,27.125,21.375,13.254,16.408001,13.775,17.558001,26.871,31.773001,41.391998,53.655998,1.751,1.065,22.014999,5.25,1333.625,533,148,37.375,15.875,6.125,1.5,0,463,659.875,570.125,243.625,122,59.5,21,6.25,51.002998,477.540009,-1
1120.875,764.210999,1.467,1.772,1838.625,1170.75,736.375,312.75,151.75,76.125,29,7.75,0.024,0.038,0.06,0.128,0.219,0.261,0.339,0.875,2.406,1.532,0.964,0.409,0.199,0.1,0.038,0.01,8.642,7.726,6.824,0.707,1.871,2.55,266,134,76.125,56.125,39.25,32.25,26,20.375,13.718,22.995001,33.200001,38.936001,50.439999,59.463001,68.054001,76.32,1.993,1.356,22.721001,1.981,1391,494,107.375,16.5,6.125,1.75,0,0,447.625,676.75,629,296.25,145.625,74.375,29,7.75,56.323002,529.596985,-1
794.75,524.85498,1.514,1.423,1444.125,860,365.375,96.75,51.375,26.875,10.75,1.5,0.073,0.13,0.291,0.981,1.224,1.434,1.546,1.782,2.751,1.639,0.696,0.184,0.098,0.051,0.02,0.003,6.805,6.486,6.406,0.866,0.707,1.118,343.5,201,110.125,71.25,45,35,22.75,14.5,16.747999,22.816,23.915001,28.021999,40.603001,50.071999,52.548,78.861,0.467,0.377,18.745001,6.541,1208.125,523.75,125.5,33.25,9.625,1.5,0,0,236,336.25,239.875,63.5,41.75,25.375,10.75,1.5,39.793999,396.283997,-1
1252.25,797.518005,1.57,1.691,1986.25,1370.75,805.375,365.875,196.75,102.125,41.25,13.125,0.059,0.095,0.146,0.2,0.238,0.317,0.537,0.647,2.491,1.719,1.01,0.459,0.247,0.128,0.052,0.016,8.57,8.094,6.902,0.707,4.5,4.093,286.375,157.5,82.5,48.25,23.75,19.5,12.125,10.5,45.810001,60.599998,69.813004,81.870003,89.305,95.591003,102.441002,109.683998,2.385,2.117,21.322001,0.612,1541.5,647.125,203.75,71.625,31,12.25,2.5,0.25,444.75,723.625,601.625,294.25,165.75,89.875,38.75,12.875,61.912998,623.653015,-1
1257.875,800.223999,1.572,1.692,1910.875,1237.25,694.25,311.25,169,92.5,41.625,13.25,0.059,0.1,0.16,0.23,0.289,0.381,0.533,0.65,2.388,1.546,0.868,0.389,0.211,0.116,0.052,0.017,8.592,8.088,6.914,0.707,4.5,4.093,321,174.875,90.875,52.125,24.5,20.5,11.5,9.875,34.012001,45.592999,56.459999,68.577003,80.212997,83.081001,103.916,113.269997,1.86,1.775,21.364,0.899,1511.5,629,195.375,68.625,29.375,11.5,2.25,0.125,399.375,608.25,498.875,242.625,139.625,81,39.375,13.125,62.049999,609.669983,-1
1224.875,761.846985,1.608,1.614,1816.375,1109.25,622,275.25,148.75,88.5,44.25,14.375,0.062,0.111,0.18,0.277,0.357,0.416,0.481,0.617,2.384,1.456,0.816,0.361,0.195,0.116,0.058,0.019,8.59,8.138,6.905,0.707,4.5,4.093,362.375,198.625,94.375,51.5,26.125,20.625,12.75,10.625,26.415001,35.016998,44.312,58.324001,70.070999,75.563004,88.637001,97.059998,1.576,1.718,20.743,1.262,1468.375,617.875,192.75,69.875,30,11.75,2.375,0.125,348,491.375,429.25,205.375,118.75,76.75,41.875,14.25,61.506001,614.088989,-1
1260,809.984985,1.556,1.72,1907,1223.875,692.5,313.75,170.75,92.875,41.625,13.25,0.067,0.114,0.184,0.26,0.319,0.397,0.507,0.622,2.354,1.511,0.855,0.387,0.211,0.115,0.051,0.016,8.592,8.088,6.914,0.707,4.5,4.093,332.25,182.375,93.75,51.625,24.875,20,12,10,38.662998,51.289001,60.151001,75.549004,84.699997,94.499001,106.620003,121.664001,1.821,1.799,21.306999,0.863,1518,630.25,194.375,68.875,29.375,11.5,2.25,0.125,389,593.625,498.125,244.875,141.375,81.375,39.375,13.125,62.049999,609.669983,-1
866,588.021973,1.473,1.548,1482,857,490.375,195,104.375,60,26.625,6,0.05,0.096,0.156,0.3,0.42,0.524,0.709,1.058,2.52,1.457,0.834,0.332,0.178,0.102,0.045,0.01,7.247,7.021,7.001,1.658,1.658,1,346.25,199.125,109.375,74.125,56.125,46.625,32.875,24.75,9.511,10.545,10.448,18.721001,25.725,27.209,38.605,43.361,0.954,0.809,18.290001,10.769,1129.5,372.25,72.75,12.875,5.375,1.875,0.125,0,352.5,484.75,417.625,182.125,99,58.125,26.5,6,43.028,405.477997,-1
895.75,635.921021,1.409,1.683,1822.125,1399.875,853.25,372.875,183.125,80.125,13.75,1,0.007,0.009,0.011,0.021,0.011,0.158,1.011,1.334,2.865,2.201,1.342,0.586,0.288,0.126,0.022,0.002,6.256,6.159,6.067,4.062,3.674,1.225,172.75,113.875,72.75,56.75,41.625,33.625,25,18.25,31.041,43.764999,59.037998,69.681,79.674004,85.300003,96.739998,97.531998,2.517,1.412,20.202,0.922,1247.75,429,107.5,31.625,13.875,5.875,1.625,0.125,574.375,970.875,745.75,341.25,169.25,74.25,12.125,0.875,43.529999,438.459991,-1
932.25,646.716003,1.442,1.659,1847.125,1303,789.375,284.125,132.375,66.25,27,6.875,0.023,0.037,0.059,0.18,0.273,0.313,0.311,0.658,2.856,2.015,1.221,0.439,0.205,0.102,0.042,0.011,7.382,7.356,7.299,2,7.365,7.228,229.5,136,96.125,71.375,53.875,44.375,33.875,24,12.705,17.790001,16.839001,14.557,16.610001,20.274,23.761999,33.705002,1.377,0.928,18.987,5.236,4287.375,1253.875,443.125,82.25,32.25,12.625,4.75,1.25,-2440.25,49.125,346.25,201.875,100.125,53.625,22.25,5.625,NA,503.373993,-1
969.625,667.802002,1.452,1.674,1860.875,1367.375,827.125,315.25,156.375,76.125,27.125,6,0.036,0.053,0.09,0.249,0.357,0.393,0.412,0.452,2.787,2.048,1.239,0.472,0.234,0.114,0.041,0.009,7.341,7.095,6.758,0.707,1.225,1.414,191.375,111.625,70,48.625,34.125,27.625,20.25,15.875,23.475,39.243,47.611,50.166,53.428001,58.306,69.556999,77.695999,2.234,1.566,21.422001,1.146,4827.75,1243,450.5,86.875,35,15.5,5.125,1.25,-2966.875,124.375,376.625,228.375,121.375,60.625,22,4.75,NA,531.380005,-1
769.5,526.138977,1.463,1.475,1412.25,975.875,627.625,269.5,141.25,66.875,21,2.25,0.113,0.173,0.252,0.452,0.608,0.753,1.048,1.132,2.684,1.855,1.193,0.512,0.268,0.127,0.04,0.004,6.719,6.66,6.391,2.693,8.201,7.382,228.875,126.875,76.625,55.125,40.125,32,27.25,21.25,15.913,22.507999,24.469,37.129002,53.77,57.903,63.269001,65.842003,1.843,1.213,18.608,2.712,1124.125,508.75,164.75,44.25,19.625,7.75,1.375,0,288.125,467.125,462.875,225.25,121.625,59.125,19.625,2.25,39.081001,381.415985,-1
742.875,529.526001,1.403,1.542,1628.5,1280.625,774.375,292.25,151.125,87.75,43.375,14.375,0.109,0.145,0.238,0.569,0.845,1.026,1.252,1.408,3.075,2.418,1.462,0.552,0.285,0.166,0.082,0.027,8.345,7.569,7.308,2.5,3.24,0.866,124.875,82.75,48.625,32.125,22,14.375,8,4.75,27.761,34.200001,37.376999,43.049999,41.801998,48.301998,48.901001,59.084,3.108,2.732,16.646999,0.929,1155.625,479.625,112,31.625,13.875,5.125,1.875,0.5,472.875,801,662.375,260.625,137.25,82.625,41.5,13.875,37.714001,419.671997,-1
895,610.80603,1.465,1.586,1802.125,1339.125,802.5,326.375,155.375,85.125,42,16.375,0.116,0.162,0.243,0.432,0.676,0.894,1.031,1.141,2.95,2.192,1.314,0.534,0.254,0.139,0.069,0.027,8.786,8.583,7.34,0.866,4.123,3.571,193.75,117.625,70.625,51,33,27.375,19,14,62.619999,78.008003,81.815002,89.202003,98.055,116.106003,128.330994,158.718002,2.2,1.669,16.989,0.641,1330.375,525.375,147.25,37.75,16.375,7.5,3.625,2,471.75,813.75,655.25,288.625,139,77.625,38.375,14.375,41.236,502.390991,-1
899.375,626.788025,1.435,1.641,1654.75,1194.25,731.25,288.75,147.875,72.875,25.375,6.25,0.04,0.063,0.109,0.299,0.424,0.467,0.488,0.494,2.64,1.905,1.167,0.461,0.236,0.116,0.04,0.01,7.345,7.097,6.757,0.707,1.225,1.414,191,96.25,60,38.375,25.25,19.75,14.375,11.5,31.572001,64.689003,80.017998,104.109001,129.990997,150.046997,172.565002,181.498993,2.465,1.899,21.478001,0.574,1251.25,549,188.875,49.75,20.5,8.25,1.5,0.125,403.5,645.25,542.375,239,127.375,64.625,23.875,6.125,45.693001,479.343994,-1
880.625,605.413025,1.455,1.591,1806.875,1226.75,635.375,147.375,36.75,15.625,7.875,2.25,0.043,0.071,0.122,0.23,0.456,0.648,0.777,0.911,2.985,2.026,1.049,0.243,0.061,0.026,0.013,0.004,6.86,6.324,6.254,0.707,1.658,1.5,239.375,153.375,79.5,51.5,32.75,21.5,14.375,9.5,41.035999,43.967999,28.490999,40.240002,44.228001,43.173,55.908001,65.799004,0.462,0.303,18.237,4.982,1373.25,541.75,130.25,26.5,9.375,3.625,0.75,0,433.625,685,505.125,120.875,27.375,12,7.125,2.25,40.806,620.057007,-1
833.375,572.622986,1.455,1.546,1592.5,1067.875,587.5,205.375,84.875,44.5,18.75,8.25,0.035,0.059,0.112,0.332,0.712,0.861,0.955,1.154,2.781,1.865,1.026,0.359,0.148,0.078,0.033,0.014,10.681,6.915,6.267,1.803,1.5,2.739,229.25,122.375,53.875,33.125,22.125,13.5,8.25,4.75,37.034,55.028999,49.312,61.224998,67.499001,74.522003,83.323997,90.580002,1.575,1.343,18.445999,1.085,1237.375,588.25,245.875,77.375,28.125,8.375,0.5,0,355.125,479.625,341.625,128,56.75,36.125,18.25,8.25,39.974998,514.669983,-1
